Ticker,Quandl_Code,Name,Exchange,Last Trade Date
LITB,EOD/LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2,NYSE,22-05-20
LITE,EOD/LITE,Lumentum Holdings Inc.,NASDAQ,22-05-20
LIVE,EOD/LIVE,Live Ventures Incorporated,NASDAQ,22-05-20
LIVK,EOD/LIVK,LIV Capital Acquisition Corp.,NYSE Arca,22-05-20
LIVKU,EOD/LIVKU,LIV Capital Acquisition Corp. Unit,NASDAQ,08-05-20
LIVKW,EOD/LIVKW,LIV Capital Acquisition Corp. Warrant,NASDAQ,20-05-20
LIVN,EOD/LIVN,LivaNova PLC,NASDAQ,22-05-20
LIVX,EOD/LIVX,LiveXLive Media Inc.,NASDAQ,22-05-20
LIZI,EOD/LIZI,LIZHI INC.,NASDAQ,22-05-20
LJPC,EOD/LJPC,La Jolla Pharmaceutical Company,NASDAQ,22-05-20
LK,EOD/LK,Luckin Coffee Inc.,NASDAQ,22-05-20
LKCO,EOD/LKCO,Luokung Technology Corp,NASDAQ,22-05-20
LKFN,EOD/LKFN,Lakeland Financial Corporation,NASDAQ,22-05-20
LKQ,EOD/LKQ,LKQ Corporation,NASDAQ,22-05-20
LL,EOD/LL,Lumber Liquidators Holdings Inc,NYSE,22-05-20
LLEX,EOD/LLEX,Lilis Energy Inc.,NASDAQ,22-05-20
LLIT,EOD/LLIT,Lianluo Smart Limited,NASDAQ,22-05-20
LLNW,EOD/LLNW,Limelight Networks Inc.,NASDAQ,22-05-20
LLY,EOD/LLY,Eli Lilly and Company,NYSE,22-05-20
LM,EOD/LM,Legg Mason Inc.,NYSE,22-05-20
LMAT,EOD/LMAT,LeMaitre Vascular Inc.,NASDAQ,22-05-20
LMB,EOD/LMB,Limbach Holdings Inc.,NASDAQ,22-05-20
LMBS,EOD/LMBS,First Trust Low Duration Mortgage Opportunities ET,NASDAQ,22-05-20
LMFA,EOD/LMFA,LM Funding America Inc.,NASDAQ,22-05-20
LMFAW,EOD/LMFAW,LM Funding America Inc. Warrant,NASDAQ,20-05-20
LMHA,EOD/LMHA,Legg Mason Inc. 6.375% Junior Subordinated Notes due 2056,NYSE,22-05-20
LMHB,EOD/LMHB,Legg Mason Inc. 5.45% Junior Subordinated Notes due 2056,NYSE,22-05-20
LMLB,EOD/LMLB,ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN Series B due June 24 2044,NYSE Arca,22-05-20
LMLP,EOD/LMLP,ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN,NYSE Arca,24-03-20
LMNL,EOD/LMNL,Liminal BioSciences Inc.,NASDAQ,22-05-20
LMNR,EOD/LMNR,Limoneira Co,NASDAQ,22-05-20
LMNX,EOD/LMNX,Luminex Corporation,NASDAQ,22-05-20
LMPX,EOD/LMPX,LMP Automotive Holdings Inc.,NASDAQ,22-05-20
LMRK,EOD/LMRK,Landmark Infrastructure Partners LP,NASDAQ,22-05-20
LMRKN,EOD/LMRKN,Landmark Infrastructure Partners LP Preferred Stock,NASDAQ,22-05-20
LMRKO,EOD/LMRKO,Landmark Infrastructure Partners LP Preferred Units,NASDAQ,22-05-20
LMRKP,EOD/LMRKP,Landmark Infrastructure Partners LP 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,NASDAQ,22-05-20
LMST,EOD/LMST,Limestone Bancorp Inc.,NASDAQ,22-05-20
LMT,EOD/LMT,Lockheed Martin Corporation,NYSE,22-05-20
LN,EOD/LN,LINE Corporation American Depositary Shares (each representing one share of),NYSE,22-05-20
LNC,EOD/LNC,Lincoln National Corporation,NYSE,22-05-20
LND,EOD/LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),NYSE,22-05-20
LNDC,EOD/LNDC,Landec Corporation,NASDAQ,22-05-20
LNG,EOD/LNG,Cheniere Energy Inc.,NYSE MKT,22-05-20
LNGR,EOD/LNGR,Global X Longevity Thematic ETF,NASDAQ,22-05-20
LNN,EOD/LNN,Lindsay Corporation,NYSE,22-05-20
LNT,EOD/LNT,Alliant Energy Corporation,NYSE,22-05-20
LNTH,EOD/LNTH,Lantheus Holdings Inc.,NASDAQ,22-05-20
LOAC,EOD/LOAC,Longevity Acquisition Corporation,NASDAQ,21-05-20
LOACR,EOD/LOACR,Longevity Acquisition Corporation Right,NASDAQ,21-05-20
LOACU,EOD/LOACU,Longevity Acquisition Corporation Units,NASDAQ,22-05-20
LOACW,EOD/LOACW,Longevity Acquisition Corporation Warrant,NASDAQ,22-05-20
LOAK.U,EOD/LOAK_U,Live Oak Acquisition Corp. Units each consisting of one share of Common Stock and three-fourths of one Redeemable Warrant to purchase one share of Common Stock,NYSE,22-05-20
LOAN,EOD/LOAN,Manhattan Bridge Capital Inc,NASDAQ,22-05-20
LOB,EOD/LOB,Live Oak Bancshares Inc.,NASDAQ,22-05-20
LOCO,EOD/LOCO,El Pollo Loco Holdings Inc.,NASDAQ,22-05-20
LODE,EOD/LODE,Comstock Mining Inc.,NYSE MKT,22-05-20
LOGC,EOD/LOGC,LogicBio Therapeutics Inc.,NASDAQ,22-05-20
LOGI,EOD/LOGI,Logitech International S.A.,NASDAQ,22-05-20
LOGM,EOD/LOGM,LogMeIn Inc.,NASDAQ,22-05-20
LOMA,EOD/LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,NYSE,22-05-20
LONE,EOD/LONE,Lonestar Resources US Inc.,NASDAQ,22-05-20
LOOP,EOD/LOOP,Loop Industries Inc.,NASDAQ,22-05-20
LOPE,EOD/LOPE,Grand Canyon Education Inc.,NASDAQ,22-05-20
LORL,EOD/LORL,Loral Space and Communications Inc.,NASDAQ,22-05-20
LOUP,EOD/LOUP,Innovator Loup Frontier Tech E,NYSE Arca,22-05-20
LOV,EOD/LOV,Spark Networks Inc. American Depositary Shares (each representing one-tenth of an),NYSE MKT,22-05-20
LOVE,EOD/LOVE,The Lovesac Company,NASDAQ,22-05-20
LOW,EOD/LOW,Lowe's Companies Inc.,NYSE,22-05-20
LOWC,EOD/LOWC,SPDR MSCI ACWI Low Carbon Target,NYSE Arca,22-05-20
LPCN,EOD/LPCN,Lipocine Inc.,NASDAQ,22-05-20
LPG,EOD/LPG,Dorian LPG Ltd.,NYSE,22-05-20
LPI,EOD/LPI,Laredo Petroleum Inc.,NYSE,22-05-20
LPL,EOD/LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,NYSE,22-05-20
LPLA,EOD/LPLA,LPL Financial Holdings Inc.,NASDAQ,22-05-20
LPSN,EOD/LPSN,LivePerson Inc.,NASDAQ,22-05-20
LPTH,EOD/LPTH,LightPath Technologies Inc.,NASDAQ,22-05-20
LPTX,EOD/LPTX,Leap Therapeutics Inc.,NASDAQ,22-05-20
LPX,EOD/LPX,Louisiana-Pacific Corporation,NYSE,22-05-20
LQD,EOD/LQD,iShares iBoxx $ Investment Grade Corporate Bond,NYSE Arca,22-05-20
LQDA,EOD/LQDA,Liquidia Technologies Inc.,NASDAQ,22-05-20
LQDH,EOD/LQDH,iShares Interest Rate Hedged Corporate Bond,NYSE Arca,22-05-20
LQDT,EOD/LQDT,Liquidity Services Inc.,NASDAQ,22-05-20
LRCX,EOD/LRCX,Lam Research Corporation,NASDAQ,22-05-20
LRET,EOD/LRET,ETRACS Monthly Pay 2xLeveraged MSCI US REIT Index ETN due May 5 2045,NYSE Arca,26-03-20
LRGE,EOD/LRGE,ClearBridge Large Cap Growth ESG ETF,NASDAQ,22-05-20
LRGF,EOD/LRGF,iShares Edge MSCI Multifactor USA,NYSE Arca,22-05-20
LRN,EOD/LRN,K12 Inc,NYSE,22-05-20
LRNZ,EOD/LRNZ,TrueShares Technology AI & Deep Learning,NYSE Arca,22-05-20
LSACU,EOD/LSACU,LifeSci Acquisition Corp. Unit 1 COM & 1 WT,NASDAQ,22-05-20
LSACW,EOD/LSACW,LifeSci Acquisition Corp. Warrant,NASDAQ,22-05-20
LSAF,EOD/LSAF,LeaderShares AlphaFactor US Core Equity,NYSE Arca,22-05-20
LSBK,EOD/LSBK,Lake Shore Bancorp Inc.,NASDAQ,22-05-20
LSCC,EOD/LSCC,Lattice Semiconductor Corporation,NASDAQ,22-05-20
LSI,EOD/LSI,Life Storage Inc.,NYSE,22-05-20
LSST,EOD/LSST,Natixis ETF Trust Loomis Sayles Short Duration Income,NYSE Arca,22-05-20
LSTR,EOD/LSTR,Landstar System Inc.,NASDAQ,22-05-20
LSXMA,EOD/LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,NASDAQ,22-05-20
LSXMB,EOD/LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,NASDAQ,22-05-20
LSXMK,EOD/LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,NASDAQ,22-05-20
LSXMR,EOD/LSXMR,Liberty Media Corporation Right,NASDAQ,22-05-20
LSXRV,EOD/LSXRV,Liberty Media Corporation Right,NASDAQ,15-05-20
LTBR,EOD/LTBR,Lightbridge Corporation,NASDAQ,22-05-20
LTC,EOD/LTC,LTC Properties Inc.,NYSE,22-05-20
LTHM,EOD/LTHM,Livent Corporation,NYSE,22-05-20
LTL,EOD/LTL,ProShares Ultra Telecommunications,NYSE Arca,22-05-20
LTM,EOD/LTM,LATAM Airlines Group S.A.,NYSE,22-05-20
LTPZ,EOD/LTPZ,Pimco 15 Year U.S. TIPS Index Exchange-Traded Fund,NYSE Arca,22-05-20
LTRPA,EOD/LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,NASDAQ,22-05-20
LTRPB,EOD/LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,NASDAQ,22-05-20
LTRX,EOD/LTRX,Lantronix Inc.,NASDAQ,22-05-20
LTSH,EOD/LTSH,Ladenburg Thalmann Financial Services Inc 7.75% Senior Notes due 2029,NYSE MKT,06-04-20
LTSL,EOD/LTSL,Ladenburg Thalmann Financial Services Inc 6.50% Senior Notes due 2027,NYSE MKT,06-04-20
LUB,EOD/LUB,Luby's Inc.,NYSE,22-05-20
LULU,EOD/LULU,lululemon athletica inc.,NASDAQ,22-05-20
LUMO,EOD/LUMO,Lumos Pharma Inc.,NASDAQ,22-05-20
LUNA,EOD/LUNA,Luna Innovations Incorporated,NASDAQ,22-05-20
LUV,EOD/LUV,Southwest Airlines Company,NYSE,22-05-20
LVGO,EOD/LVGO,Livongo Health Inc.,NASDAQ,22-05-20
LVHD,EOD/LVHD,Legg Mason Low Volatility High Dividend ETF,NASDAQ,22-05-20
LVS,EOD/LVS,Las Vegas Sands Corp.,NYSE,22-05-20
LW,EOD/LW,Lamb Weston Holdings Inc.,NYSE,22-05-20
LWAY,EOD/LWAY,Lifeway Foods Inc.,NASDAQ,22-05-20
LX,EOD/LX,LexinFintech Holdings Ltd.,NASDAQ,22-05-20
LXFR,EOD/LXFR,Luxfer Holdings PLC,NYSE,22-05-20
LXP,EOD/LXP,Lexington Realty Trust,NYSE,22-05-20
LXP.P.C,EOD/LXP_P_C,Lexington Realty Trust Preferred Conv. Series C,NYSE,22-05-20
LXRX,EOD/LXRX,Lexicon Pharmaceuticals Inc.,NASDAQ,22-05-20
LXU,EOD/LXU,LSB Industries Inc.,NYSE,22-05-20
LYB,EOD/LYB,LyondellBasell Industries NV Class A (Netherlands),NYSE,22-05-20
LYFT,EOD/LYFT,Lyft Inc.,NASDAQ,22-05-20
LYG,EOD/LYG,Lloyds Banking Group Plc American Depositary Shares,NYSE,22-05-20
LYL,EOD/LYL,Dragon Victory International Limited,NASDAQ,22-05-20
LYRA,EOD/LYRA,Lyra Therapeutics Inc.,NASDAQ,22-05-20
LYTS,EOD/LYTS,LSI Industries Inc.,NASDAQ,22-05-20
LYV,EOD/LYV,Live Nation Entertainment Inc.,NYSE,22-05-20
LZB,EOD/LZB,La-Z-Boy Incorporated,NYSE,22-05-20
M,EOD/M,Macy's Inc,NYSE,22-05-20
MA,EOD/MA,Mastercard Incorporated,NYSE,22-05-20
MAA,EOD/MAA,Mid-America Apartment Communities Inc.,NYSE,22-05-20
MAA.P.I,EOD/MAA_P_I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,NYSE,22-05-20
MAC,EOD/MAC,Macerich Company (The),NYSE,22-05-20
MACK,EOD/MACK,Merrimack Pharmaceuticals Inc.,NASDAQ,22-05-20
MAG,EOD/MAG,MAG Silver Corporation,NYSE MKT,22-05-20
MAGS,EOD/MAGS,Magal Security Systems Ltd.,NASDAQ,22-05-20
MAIN,EOD/MAIN,Main Street Capital Corporation,NYSE,22-05-20
MAN,EOD/MAN,ManpowerGroup,NYSE,22-05-20
MANH,EOD/MANH,Manhattan Associates Inc.,NASDAQ,22-05-20
MANT,EOD/MANT,ManTech International Corporation,NASDAQ,22-05-20
MANU,EOD/MANU,Manchester United Ltd. Class A,NYSE,22-05-20
MAR,EOD/MAR,Marriott International,NASDAQ,22-05-20
MARA,EOD/MARA,Marathon Patent Group Inc.,NASDAQ,22-05-20
MARB,EOD/MARB,First Trust Merger Arbitrage,NYSE Arca,22-05-20
MARK,EOD/MARK,Remark Holdings Inc.,NASDAQ,22-05-20
MARPS,EOD/MARPS,Marine Petroleum Trust Units of Beneficial Interest,NASDAQ,22-05-20
MAS,EOD/MAS,Masco Corporation,NYSE,22-05-20
MASI,EOD/MASI,Masimo Corporation,NASDAQ,22-05-20
MAT,EOD/MAT,Mattel Inc.,NASDAQ,22-05-20
MATW,EOD/MATW,Matthews International Corporation,NASDAQ,22-05-20
MATX,EOD/MATX,Matson Inc.,NYSE,22-05-20
MAV,EOD/MAV,Pioneer Municipal High Income Advantage Trust of Beneficial Interest,NYSE,22-05-20
MAXR,EOD/MAXR,Maxar Technologies Inc.,NYSE,22-05-20
MAYS,EOD/MAYS,J. W. Mays Inc.,NASDAQ,19-05-20
MBB,EOD/MBB,iShares MBS ETF,NYSE Arca,22-05-20
MBCN,EOD/MBCN,Middlefield Banc Corp.,NASDAQ,22-05-20
MBI,EOD/MBI,MBIA Inc.,NYSE,22-05-20
MBII,EOD/MBII,Marrone Bio Innovations Inc.,NASDAQ,22-05-20
MBIN,EOD/MBIN,Merchants Bancorp,NASDAQ,22-05-20
MBINO,EOD/MBINO,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate,NASDAQ,22-05-20
MBINP,EOD/MBINP,Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,NASDAQ,22-05-20
MBIO,EOD/MBIO,Mustang Bio Inc.,NASDAQ,22-05-20
MBNKP,EOD/MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,NASDAQ,22-05-20
MBOT,EOD/MBOT,Microbot Medical Inc.,NASDAQ,22-05-20
MBRX,EOD/MBRX,Moleculin Biotech Inc.,NASDAQ,04-05-20
MBSD,EOD/MBSD,FlexShares Disciplined Duration MBS Index Fund,NASDAQ,22-05-20
MBT,EOD/MBT,Mobile TeleSystems PJSC,NYSE,22-05-20
MBUU,EOD/MBUU,Malibu Boats Inc.,NASDAQ,22-05-20
MBWM,EOD/MBWM,Mercantile Bank Corporation,NASDAQ,22-05-20
MC,EOD/MC,Moelis & Company Class A,NYSE,22-05-20
MCA,EOD/MCA,Blackrock MuniYield California Quality Fund Inc.,NYSE,22-05-20
MCB,EOD/MCB,Metropolitan Bank Holding Corp.,NYSE,22-05-20
MCBC,EOD/MCBC,Macatawa Bank Corporation,NASDAQ,22-05-20
MCBS,EOD/MCBS,MetroCity Bankshares Inc.,NASDAQ,22-05-20
MCC,EOD/MCC,Medley Capital Corporation,NYSE,22-05-20
MCD,EOD/MCD,McDonald's Corporation,NYSE,22-05-20
MCEF,EOD/MCEF,First Trust Municipal CEF Income Opportunity ETF,NASDAQ,22-05-20
MCEP,EOD/MCEP,Mid-Con Energy Partners LP,NASDAQ,22-05-20
MCF,EOD/MCF,Contango Oil & Gas Company (TX),NYSE MKT,22-05-20
MCFT,EOD/MCFT,MasterCraft Boat Holdings Inc.,NASDAQ,22-05-20
MCHI,EOD/MCHI,iShares MSCI China ETF,NYSE Arca,22-05-20
MCHP,EOD/MCHP,Microchip Technology Incorporated,NASDAQ,22-05-20
MCHX,EOD/MCHX,Marchex Inc.,NASDAQ,22-05-20
MCI,EOD/MCI,Barings Corporate Investors,NYSE,22-05-20
MCK,EOD/MCK,McKesson Corporation,NYSE,22-05-20
MCMJ,EOD/MCMJ,Merida Merger Corp. I,NASDAQ,22-05-20
MCMJW,EOD/MCMJW,Merida Merger Corp. I Warrant,NASDAQ,22-05-20
MCN,EOD/MCN,Madison Covered Call & Equity Strategy Fund,NYSE,22-05-20
MCO,EOD/MCO,Moody's Corporation,NYSE,22-05-20
MCR,EOD/MCR,MFS Charter Income Trust,NYSE,22-05-20
MCRB,EOD/MCRB,Seres Therapeutics Inc.,NASDAQ,22-05-20
MCRI,EOD/MCRI,Monarch Casino & Resort Inc.,NASDAQ,22-05-20
MCRO,EOD/MCRO,IQ Hedge Macro Tracker,NYSE Arca,22-05-20
MCS,EOD/MCS,Marcus Corporation (The),NYSE,22-05-20
MCV,EOD/MCV,Medley Capital Corporation 6.125% Senior Notes due 2023,NYSE,22-05-20
MCX,EOD/MCX,Medley Capital Corporation 6.50% Notes due 2021,NYSE,22-05-20
MCY,EOD/MCY,Mercury General Corporation,NYSE,22-05-20
MD,EOD/MD,Mednax Inc.,NYSE,22-05-20
MDB,EOD/MDB,MongoDB Inc.,NASDAQ,22-05-20
MDC,EOD/MDC,M.D.C. Holdings Inc.,NYSE,22-05-20
MDCA,EOD/MDCA,MDC Partners Inc.,NASDAQ,22-05-20
MDGL,EOD/MDGL,Madrigal Pharmaceuticals Inc.,NASDAQ,22-05-20
MDGS,EOD/MDGS,Medigus Ltd.,NASDAQ,22-05-20
MDGSW,EOD/MDGSW,Medigus Ltd. Series C Warrant,NASDAQ,22-05-20
MDIA,EOD/MDIA,Mediaco Holding Inc.,NASDAQ,22-05-20
MDIV,EOD/MDIV,Multi-Asset Diversified Income Index Fund,NASDAQ,22-05-20
MDJH,EOD/MDJH,MDJM LTD,NASDAQ,22-05-20
MDLA,EOD/MDLA,Medallia Inc.,NYSE,22-05-20
MDLQ,EOD/MDLQ,Medley LLC 7.25% Notes due 2024,NYSE,22-05-20
MDLX,EOD/MDLX,Medley LLC 6.875% Senior Notes due 2026,NYSE,22-05-20
MDLY,EOD/MDLY,Medley Management Inc. Class A,NYSE,22-05-20
MDLZ,EOD/MDLZ,Mondelez International Inc.,NASDAQ,22-05-20
MDP,EOD/MDP,Meredith Corporation,NYSE,22-05-20
MDRR,EOD/MDRR,Medalist Diversified REIT Inc.,NASDAQ,22-05-20
MDRRP,EOD/MDRRP,Medalist Diversified REIT Inc - 8% PRF REDEEM 19/02/2025 USD 25 - Series A,NASDAQ,22-05-20
MDRX,EOD/MDRX,Allscripts Healthcare Solutions Inc.,NASDAQ,22-05-20
MDT,EOD/MDT,Medtronic plc.,NYSE,22-05-20
MDU,EOD/MDU,MDU Resources Group Inc. (Holding Company),NYSE,22-05-20
MDWD,EOD/MDWD,MediWound Ltd.,NASDAQ,22-05-20
MDY,EOD/MDY,SPDR MidCap Trust Series I,NYSE Arca,22-05-20
MDYG,EOD/MDYG,SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV),NYSE Arca,22-05-20
MDYV,EOD/MDYV,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD,NYSE Arca,22-05-20
MEC,EOD/MEC,Mayville Engineering Company Inc.,NYSE,22-05-20
MED,EOD/MED,MEDIFAST INC,NYSE,22-05-20
MEDP,EOD/MEDP,Medpace Holdings Inc.,NASDAQ,22-05-20
MEDS,EOD/MEDS,Trxade Group Inc - Ordinary Shares,NASDAQ,22-05-20
MEET,EOD/MEET,The Meet Group Inc.,NASDAQ,22-05-20
MEI,EOD/MEI,Methode Electronics Inc.,NYSE,22-05-20
MEIP,EOD/MEIP,MEI Pharma Inc.,NASDAQ,22-05-20
MELI,EOD/MELI,MercadoLibre Inc.,NASDAQ,22-05-20
MEN,EOD/MEN,Blackrock MuniEnhanced Fund Inc,NYSE,22-05-20
MEOH,EOD/MEOH,Methanex Corporation,NASDAQ,22-05-20
MER.P.K,EOD/MER_P_K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,NYSE,22-05-20
MERC,EOD/MERC,Mercer International Inc.,NASDAQ,22-05-20
MESA,EOD/MESA,Mesa Air Group Inc.,NASDAQ,22-05-20
MESO,EOD/MESO,Mesoblast Limited,NASDAQ,22-05-20
MET,EOD/MET,MetLife Inc.,NYSE,22-05-20
MET.P.A,EOD/MET_P_A,MetLife Inc. Preferred Series A Floating Rate,NYSE,22-05-20
MET.P.E,EOD/MET_P_E,MetLife Inc. Depositary shares Series E,NYSE,22-05-20
MET.P.F,EOD/MET_P_F,MetLife Inc. Depositary Shares Series F,NYSE,22-05-20
METC,EOD/METC,Ramaco Resources Inc.,NASDAQ,22-05-20
METX,EOD/METX,Meten EdtechX Education Group Ltd.,NASDAQ,22-05-20
MEXX,EOD/MEXX,Direxion Daily MSCI Mexico Bull 3X Shares,NYSE Arca,22-05-20
MFA,EOD/MFA,MFA Financial Inc.,NYSE,22-05-20
MFA.P.B,EOD/MFA_P_B,MFA Financial Inc. Preferred Series B,NYSE,22-05-20
MFA.P.C,EOD/MFA_P_C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYSE,22-05-20
MFAC,EOD/MFAC,Megalith Financial Acquisition Corp. Class A,NYSE,22-05-20
MFAC.U,EOD/MFAC_U,Megalith Financial Acquisition Corp. Units each consisting of one share of Class A common stock $0.0001 par value and one redeemable warrant,NYSE,22-05-20
MFAC.WS,EOD/MFAC_WS,Megalith Financial Acquisition Corp. Warrants each warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,NYSE,22-05-20
MFC,EOD/MFC,Manulife Financial Corporation,NYSE,22-05-20
MFD,EOD/MFD,Macquarie First Trust Global,NYSE,22-05-20
MFDX,EOD/MFDX,PIMCO Equitiy Series RAFI Dynamic Multi-Factor International Equity,NYSE Arca,22-05-20
MFEM,EOD/MFEM,PIMCO Equitiy Series RAFI Dynamic Multi-Factor Emerging Markets Equity,NYSE Arca,22-05-20
MFG,EOD/MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),NYSE,22-05-20
MFGP,EOD/MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,NYSE,22-05-20
MFH,EOD/MFH,Mercurity Fintech Holding Inc.,NASDAQ,22-05-20
MFIN,EOD/MFIN,Medallion Financial Corp.,NASDAQ,22-05-20
MFINL,EOD/MFINL,Medallion Financial Corp. 9.000% Notes due 2021,NASDAQ,22-05-20
MFL,EOD/MFL,Blackrock MuniHoldings Investment Quality Fund of Beneficial Interest,NYSE,22-05-20
MFM,EOD/MFM,MFS Municipal Income Trust,NYSE,22-05-20
MFNC,EOD/MFNC,Mackinac Financial Corporation,NASDAQ,22-05-20
MFO,EOD/MFO,MFA Financial Inc. 8.00% Senior Notes due 2042,NYSE,22-05-20
MFSF,EOD/MFSF,MutualFirst Financial Inc.,NASDAQ,24-04-20
MFT,EOD/MFT,Blackrock MuniYield Investment Quality Fund of Beneficial Interest,NYSE,22-05-20
MFUS,EOD/MFUS,PIMCO Equitiy Series RAFI Dynamic Multi-Factor U.S. Equity,NYSE Arca,22-05-20
MFV,EOD/MFV,MFS Special Value Trust,NYSE,22-05-20
MG,EOD/MG,Mistras Group Inc,NYSE,22-05-20
MGA,EOD/MGA,Magna International Inc.,NYSE,22-05-20
MGC,EOD/MGC,Vanguard Mega Cap,NYSE Arca,22-05-20
MGEE,EOD/MGEE,MGE Energy Inc.,NASDAQ,22-05-20
MGEN,EOD/MGEN,Miragen Therapeutics Inc.,NASDAQ,22-05-20
MGF,EOD/MGF,MFS Government Markets Income Trust,NYSE,22-05-20
MGI,EOD/MGI,Moneygram International Inc.,NASDAQ,22-05-20
MGIC,EOD/MGIC,Magic Software Enterprises Ltd.,NASDAQ,22-05-20
MGK,EOD/MGK,Vanguard Mega Cap Growth,NYSE Arca,22-05-20
MGLN,EOD/MGLN,Magellan Health Inc.,NASDAQ,22-05-20
MGM,EOD/MGM,MGM Resorts International,NYSE,22-05-20
MGNX,EOD/MGNX,MacroGenics Inc.,NASDAQ,22-05-20
MGP,EOD/MGP,MGM Growth Properties LLC Class A representing limited liability company interests,NYSE,22-05-20
MGPI,EOD/MGPI,MGP Ingredients Inc.,NASDAQ,22-05-20
MGR,EOD/MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,NYSE,22-05-20
MGRC,EOD/MGRC,McGrath RentCorp,NASDAQ,22-05-20
MGTA,EOD/MGTA,Magenta Therapeutics Inc.,NASDAQ,22-05-20
MGTX,EOD/MGTX,MeiraGTx Holdings plc,NASDAQ,22-05-20
MGU,EOD/MGU,Macquarie Global Infrastructure Total Return Fund Inc.,NYSE,22-05-20
MGV,EOD/MGV,Vanguard Mega Cap Value,NYSE Arca,22-05-20
MGY,EOD/MGY,Magnolia Oil & Gas Corporation Class A,NYSE,22-05-20
MGYR,EOD/MGYR,Magyar Bancorp Inc.,NASDAQ,22-05-20
MH.P.A,EOD/MH_P_A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),NYSE,22-05-20
MH.P.C,EOD/MH_P_C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,NYSE,22-05-20
MH.P.D,EOD/MH_P_D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,NYSE,22-05-20
MHD,EOD/MHD,Blackrock MuniHoldings Fund Inc.,NYSE,22-05-20
MHE,EOD/MHE,BlackRock Massachusetts Tax-Exempt Trust,NYSE MKT,22-05-20
MHF,EOD/MHF,Western Asset Municipal High Income Fund Inc.,NYSE,22-05-20
MHH,EOD/MHH,Mastech Digital Inc,NYSE MKT,22-05-20
MHI,EOD/MHI,Pioneer Municipal High Income Trust of Beneficial Interest,NYSE,22-05-20
MHK,EOD/MHK,Mohawk Industries Inc.,NYSE,22-05-20
MHLA,EOD/MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,NYSE,22-05-20
MHLD,EOD/MHLD,Maiden Holdings Ltd.,NASDAQ,22-05-20
MHN,EOD/MHN,Blackrock MuniHoldings New York Quality Fund Inc.,NYSE,22-05-20
MHNC,EOD/MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,NYSE,22-05-20
MHO,EOD/MHO,M/I Homes Inc.,NYSE,22-05-20
MIC,EOD/MIC,Macquarie Infrastructure Corporation,NYSE,22-05-20
MICR,EOD/MICR,Micron Solutions Inc.,NYSE MKT,03-04-20
MICT,EOD/MICT,MICT Inc.,NASDAQ,22-05-20
MIDD,EOD/MIDD,The Middleby Corporation,NASDAQ,22-05-20
MIDF,EOD/MIDF,iShares Edge MSCI Multifactor USA Mid-Cap,NYSE Arca,22-05-20
MIDU,EOD/MIDU,Direxion Mid Cap Bull 3X Shares,NYSE Arca,22-05-20
MIDZ,EOD/MIDZ,Direxion Mid Cap Bear 3X Shares,NYSE Arca,27-03-20
MIE,EOD/MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc.,NYSE,22-05-20
MIK,EOD/MIK,The Michaels Companies Inc.,NASDAQ,22-05-20
MILN,EOD/MILN,Global X Millennials Thematic ETF,NASDAQ,22-05-20
MIME,EOD/MIME,Mimecast Limited,NASDAQ,22-05-20
MIN,EOD/MIN,MFS Intermediate Income Trust,NYSE,22-05-20
